,symbol,metric,value
671,ADI,1y Target Est,201.12
672,ANSS,Previous Close,256.95
673,ANSS,Open,255.45
674,ANSS,Bid,251.05 x 1100
675,ANSS,Ask,251.19 x 800
676,ANSS,Day's Range,249.93 - 256.10
677,ANSS,52 Week Range,225.92 - 413.89
678,ANSS,Volume,"425,734"
679,ANSS,Avg. Volume,"547,150"
680,ANSS,Market Cap,21.817B
681,ANSS,Beta (5Y Monthly),1.28
682,ANSS,PE Ratio (TTM),48.69
683,ANSS,EPS (TTM),5.15
684,ANSS,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
685,ANSS,Forward Dividend & Yield,N/A (N/A)
686,ANSS,Ex-Dividend Date,N/A
687,ANSS,1y Target Est,316.93
688,ANTM,Previous Close,469.87
689,ANTM,Open,469.53
690,ANTM,Bid,482.58 x 800
691,ANTM,Ask,483.51 x 1100
692,ANTM,Day's Range,466.74 - 485.74
693,ANTM,52 Week Range,355.43 - 533.68
694,ANTM,Volume,"1,250,783"
695,ANTM,Avg. Volume,"1,186,237"
696,ANTM,Market Cap,116.343B
697,ANTM,Beta (5Y Monthly),0.97
698,ANTM,PE Ratio (TTM),18.99
699,ANTM,EPS (TTM),25.41
700,ANTM,Earnings Date,"Jul 19, 2022 - Jul 25, 2022"
701,ANTM,Forward Dividend & Yield,5.12 (1.09%)
702,ANTM,Ex-Dividend Date,9-Jun-22
703,ANTM,1y Target Est,565.23
704,AON,Previous Close,271.74
705,AON,Open,272.31
706,AON,Bid,271.94 x 1000
707,AON,Ask,272.18 x 900
708,AON,Day's Range,269.14 - 273.40
709,AON,52 Week Range,223.19 - 341.98
710,AON,Volume,"552,411"
711,AON,Avg. Volume,"1,025,564"
712,AON,Market Cap,57.667B
713,AON,Beta (5Y Monthly),0.94
714,AON,PE Ratio (TTM),44.36
715,AON,EPS (TTM),6.12
716,AON,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
717,AON,Forward Dividend & Yield,2.24 (0.89%)
718,AON,Ex-Dividend Date,29-Apr-22
719,AON,1y Target Est,306.55
720,APA,Previous Close,36.45
721,APA,Open,37.17
722,APA,Bid,37.33 x 1400
723,APA,Ask,37.34 x 1300
724,APA,Day's Range,36.60 - 38.17
725,APA,52 Week Range,15.55 - 51.95
726,APA,Volume,"11,039,427"
727,APA,Avg. Volume,"9,287,900"
728,APA,Market Cap,12.674B
729,APA,Beta (5Y Monthly),4.13
730,APA,PE Ratio (TTM),5.57
731,APA,EPS (TTM),6.73
732,APA,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
733,APA,Forward Dividend & Yield,0.50 (1.27%)
734,APA,Ex-Dividend Date,21-Jul-22
735,APA,1y Target Est,56.38
736,AAPL,Previous Close,141.66
737,AAPL,Open,142.7
738,AAPL,Bid,141.11 x 1200
739,AAPL,Ask,141.48 x 800
740,AAPL,Day's Range,140.96 - 143.49
741,AAPL,52 Week Range,129.04 - 182.94
742,AAPL,Volume,"63,479,103"
743,AAPL,Avg. Volume,"95,508,245"
744,AAPL,Market Cap,2.293T
745,AAPL,Beta (5Y Monthly),1.2
746,AAPL,PE Ratio (TTM),23.08
747,AAPL,EPS (TTM),6.14
748,AAPL,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
749,AAPL,Forward Dividend & Yield,0.92 (0.70%)
750,AAPL,Ex-Dividend Date,6-May-22
751,AAPL,1y Target Est,187.43
752,AMAT,Previous Close,97.36
753,AMAT,Open,97.97
754,AMAT,Bid,97.01 x 900
755,AMAT,Ask,97.20 x 800
756,AMAT,Day's Range,96.54 - 98.85
757,AMAT,52 Week Range,87.62 - 167.06
758,AMAT,Volume,"4,802,970"
759,AMAT,Avg. Volume,"8,350,312"
760,AMAT,Market Cap,84.916B
761,AMAT,Beta (5Y Monthly),1.43
762,AMAT,PE Ratio (TTM),13.05
763,AMAT,EPS (TTM),7.48
764,AMAT,Earnings Date,18-Aug-22
765,AMAT,Forward Dividend & Yield,1.04 (1.07%)
766,AMAT,Ex-Dividend Date,24-Aug-22
767,AMAT,1y Target Est,147.07
768,APTV,Previous Close,97.09
769,APTV,Open,97.9
770,APTV,Bid,97.29 x 800
771,APTV,Ask,98.61 x 1200
772,APTV,Day's Range,96.14 - 99.08
773,APTV,52 Week Range,84.14 - 180.81
774,APTV,Volume,"2,104,611"
775,APTV,Avg. Volume,"2,003,653"
776,APTV,Market Cap,26.416B
777,APTV,Beta (5Y Monthly),2.01
778,APTV,PE Ratio (TTM),82.63
779,APTV,EPS (TTM),1.18
780,APTV,Earnings Date,5-May-22
781,APTV,Forward Dividend & Yield,N/A (N/A)
782,APTV,Ex-Dividend Date,4-Feb-20
783,APTV,1y Target Est,145.21
784,ANET,Previous Close,99.82
785,ANET,Open,100.31
786,ANET,Bid,98.71 x 900
787,ANET,Ask,99.25 x 800
788,ANET,Day's Range,97.55 - 100.71
789,ANET,52 Week Range,85.18 - 148.57
790,ANET,Volume,"1,329,652"
791,ANET,Avg. Volume,"1,954,132"
792,ANET,Market Cap,30.383B
793,ANET,Beta (5Y Monthly),1.29
794,ANET,PE Ratio (TTM),33.98
795,ANET,EPS (TTM),2.91
796,ANET,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
797,ANET,Forward Dividend & Yield,N/A (N/A)
798,ANET,Ex-Dividend Date,N/A
799,ANET,1y Target Est,151.94
800,AJG,Previous Close,165.25
801,AJG,Open,165.43
802,AJG,Bid,119.49 x 800
803,AJG,Ask,165.09 x 800
804,AJG,Day's Range,163.14 - 166.02
805,AJG,52 Week Range,135.50 - 187.02
806,AJG,Volume,"641,328"
807,AJG,Avg. Volume,"953,608"
808,AJG,Market Cap,34.71B
809,AJG,Beta (5Y Monthly),0.71
810,AJG,PE Ratio (TTM),36.72
811,AJG,EPS (TTM),4.5
812,AJG,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
813,AJG,Forward Dividend & Yield,2.04 (1.23%)
814,AJG,Ex-Dividend Date,2-Jun-22
815,AJG,1y Target Est,187.54
816,AIZ,Previous Close,172.86
817,AIZ,Open,173.43
818,AIZ,Bid,173.51 x 800
819,AIZ,Ask,173.68 x 800
820,AIZ,Day's Range,172.09 - 173.92
821,AIZ,52 Week Range,144.18 - 194.12
822,AIZ,Volume,"162,582"
823,AIZ,Avg. Volume,"482,338"
824,AIZ,Market Cap,9.357B
825,AIZ,Beta (5Y Monthly),0.56
826,AIZ,PE Ratio (TTM),16.67
827,AIZ,EPS (TTM),10.38
828,AIZ,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
829,AIZ,Forward Dividend & Yield,2.72 (1.57%)
830,AIZ,Ex-Dividend Date,27-May-22
831,AIZ,1y Target Est,209.67
832,T,Previous Close,20.99
833,T,Open,20.95
834,T,Bid,20.70 x 29200
835,T,Ask,20.95 x 4000
836,T,Day's Range,20.67 - 21.03
837,T,52 Week Range,16.63 - 22.17
838,T,Volume,"31,780,046"
839,T,Avg. Volume,"52,814,789"
840,T,Market Cap,148.764B
841,T,Beta (5Y Monthly),0.73
842,T,PE Ratio (TTM),8.74
843,T,EPS (TTM),2.38
844,T,Earnings Date,21-Jul-22
845,T,Forward Dividend & Yield,1.11 (5.56%)
846,T,Ex-Dividend Date,13-Apr-22
847,T,1y Target Est,23.33
848,ATO,Previous Close,109.24
849,ATO,Open,108.93
850,ATO,Bid,110.70 x 800
851,ATO,Ask,110.72 x 900
852,ATO,Day's Range,108.89 - 110.97
853,ATO,52 Week Range,85.80 - 122.96
854,ATO,Volume,"404,603"
855,ATO,Avg. Volume,"992,620"
856,ATO,Market Cap,15.397B
857,ATO,Beta (5Y Monthly),0.48
858,ATO,PE Ratio (TTM),20.39
859,ATO,EPS (TTM),5.43
860,ATO,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
861,ATO,Forward Dividend & Yield,2.72 (2.58%)
862,ATO,Ex-Dividend Date,20-May-22
863,ATO,1y Target Est,123.13
864,ADSK,Previous Close,192.48
865,ADSK,Open,191.48
866,ADSK,Bid,185.69 x 800
867,ADSK,Ask,185.36 x 800
868,ADSK,Day's Range,184.51 - 193.33
869,ADSK,52 Week Range,163.20 - 344.39
870,ADSK,Volume,"1,813,162"
871,ADSK,Avg. Volume,"1,856,538"
872,ADSK,Market Cap,40.384B
873,ADSK,Beta (5Y Monthly),1.43
874,ADSK,PE Ratio (TTM),84.18
875,ADSK,EPS (TTM),2.21
876,ADSK,Earnings Date,"Aug 23, 2022 - Aug 29, 2022"
877,ADSK,Forward Dividend & Yield,N/A (N/A)
878,ADSK,Ex-Dividend Date,22-Mar-05
879,ADSK,1y Target Est,256.52
880,AZO,Previous Close,"2,158.91"
881,AZO,Open,"2,190.00"
882,AZO,Bid,"2,166.58 x 1000"
883,AZO,Ask,"2,168.87 x 800"
884,AZO,Day's Range,"2,159.45 - 2,200.22"
885,AZO,52 Week Range,"1,472.31 - 2,267.40"
886,AZO,Volume,"165,368"
887,AZO,Avg. Volume,"196,866"
888,AZO,Market Cap,42.274B
889,AZO,Beta (5Y Monthly),0.9
890,AZO,PE Ratio (TTM),19.15
891,AZO,EPS (TTM),113.3
892,AZO,Earnings Date,"Sep 19, 2022 - Sep 23, 2022"
893,AZO,Forward Dividend & Yield,N/A (N/A)
894,AZO,Ex-Dividend Date,N/A
895,AZO,1y Target Est,"2,198.06"
896,AVB,Previous Close,195.15
897,AVB,Open,194.43
898,AVB,Bid,199.26 x 800
899,AVB,Ask,199.43 x 900
900,AVB,Day's Range,194.03 - 201.71
901,AVB,52 Week Range,183.35 - 259.05
902,AVB,Volume,"928,989"
903,AVB,Avg. Volume,"857,593"
904,AVB,Market Cap,27.792B
905,AVB,Beta (5Y Monthly),0.94
906,AVB,PE Ratio (TTM),24.72
907,AVB,EPS (TTM),8.04
908,AVB,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
909,AVB,Forward Dividend & Yield,6.36 (3.32%)
910,AVB,Ex-Dividend Date,29-Jun-22
911,AVB,1y Target Est,241.43
912,AVY,Previous Close,165.35
913,AVY,Open,165.97
914,AVY,Bid,166.78 x 1000
915,AVY,Ask,167.32 x 1200
916,AVY,Day's Range,164.29 - 168.53
917,AVY,52 Week Range,151.62 - 229.24
918,AVY,Volume,"434,149"
919,AVY,Avg. Volume,"635,566"
920,AVY,Market Cap,13.639B
921,AVY,Beta (5Y Monthly),0.94
922,AVY,PE Ratio (TTM),19.14
923,AVY,EPS (TTM),8.72
924,AVY,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
925,AVY,Forward Dividend & Yield,3.00 (1.81%)
926,AVY,Ex-Dividend Date,31-May-22
927,AVY,1y Target Est,215.09
928,BKR,Previous Close,28.47
929,BKR,Open,29.17
930,BKR,Bid,29.51 x 800
931,BKR,Ask,29.52 x 1000
932,BKR,Day's Range,28.80 - 29.65
933,BKR,52 Week Range,19.23 - 39.78
934,BKR,Volume,"6,528,387"
935,BKR,Avg. Volume,"10,898,403"
936,BKR,Market Cap,31.91B
937,BKR,Beta (5Y Monthly),1.48
938,BKR,PE Ratio (TTM),84.6
939,BKR,EPS (TTM),0.35
940,BKR,Earnings Date,20-Jul-22
941,BKR,Forward Dividend & Yield,0.72 (2.40%)
942,BKR,Ex-Dividend Date,27-May-22
943,BKR,1y Target Est,41.45
944,BALL,Previous Close,71.59
945,BALL,Open,71.47
946,BALL,Bid,71.34 x 900
947,BALL,Ask,71.35 x 1100
948,BALL,Day's Range,70.63 - 72.25
949,BALL,52 Week Range,62.90 - 98.09
950,BALL,Volume,"2,935,344"
951,BALL,Avg. Volume,"2,162,398"
952,BALL,Market Cap,22.711B
953,BALL,Beta (5Y Monthly),0.56
954,BALL,PE Ratio (TTM),20.77
955,BALL,EPS (TTM),3.42
956,BALL,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
957,BALL,Forward Dividend & Yield,0.80 (1.12%)
958,BALL,Ex-Dividend Date,31-May-22
959,BALL,1y Target Est,86.5
960,BAC,Previous Close,32.31
961,BAC,Open,32.42
962,BAC,Bid,32.37 x 36200
963,BAC,Ask,32.29 x 800
964,BAC,Day's Range,31.91 - 32.60
965,BAC,52 Week Range,30.86 - 50.11
966,BAC,Volume,"47,599,764"
967,BAC,Avg. Volume,"50,724,804"
968,BAC,Market Cap,260.64B
969,BAC,Beta (5Y Monthly),1.39
970,BAC,PE Ratio (TTM),9.22
971,BAC,EPS (TTM),3.51
972,BAC,Earnings Date,18-Jul-22
973,BAC,Forward Dividend & Yield,0.84 (2.60%)
974,BAC,Ex-Dividend Date,2-Jun-22
975,BAC,1y Target Est,47.41
976,BBWI,Previous Close,30.95
977,BBWI,Open,30.95
978,BBWI,Bid,30.66 x 1200
979,BBWI,Ask,30.67 x 1200
980,BBWI,Day's Range,30.15 - 31.23
981,BBWI,52 Week Range,28.89 - 82.00
982,BBWI,Volume,"3,079,021"
983,BBWI,Avg. Volume,"5,628,762"
984,BBWI,Market Cap,7.04B
985,BBWI,Beta (5Y Monthly),1.57
986,BBWI,PE Ratio (TTM),7.31
987,BBWI,EPS (TTM),4.21
988,BBWI,Earnings Date,"Aug 16, 2022 - Aug 22, 2022"
989,BBWI,Forward Dividend & Yield,0.80 (2.71%)
990,BBWI,Ex-Dividend Date,2-Jun-22
991,BBWI,1y Target Est,N/A
992,BAX,Previous Close,66.78
993,BAX,Open,66.77
994,BAX,Bid,66.07 x 1200
995,BAX,Ask,67.22 x 1000
996,BAX,Day's Range,66.31 - 67.40
997,BAX,52 Week Range,63.25 - 89.70
998,BAX,Volume,"2,002,860"
999,BAX,Avg. Volume,"3,321,369"
1000,BAX,Market Cap,33.59B
1001,BAX,Beta (5Y Monthly),0.62
1002,BAX,PE Ratio (TTM),31.92
1003,BAX,EPS (TTM),2.09
1004,BAX,Earnings Date,28-Jul-22
1005,BAX,Forward Dividend & Yield,1.16 (1.74%)
1006,BAX,Ex-Dividend Date,2-Jun-22
1007,BAX,1y Target Est,88.31
1008,BDX,Previous Close,250.92
1009,BDX,Open,250.69
1010,BDX,Bid,249.84 x 800
1011,BDX,Ask,250.11 x 800
1012,BDX,Day's Range,247.42 - 251.15
1013,BDX,52 Week Range,229.40 - 277.29
1014,BDX,Volume,"756,014"
1015,BDX,Avg. Volume,"1,163,341"
1016,BDX,Market Cap,71.295B
1017,BDX,Beta (5Y Monthly),0.66
1018,BDX,PE Ratio (TTM),39.39
1019,BDX,EPS (TTM),6.35
1020,BDX,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
1021,BDX,Forward Dividend & Yield,3.48 (1.39%)
1022,BDX,Ex-Dividend Date,8-Jun-22
1023,BDX,1y Target Est,283.64
1024,WRB,Previous Close,68.03
1025,WRB,Open,68.14
1026,WRB,Bid,68.12 x 1100
1027,WRB,Ask,68.21 x 800
1028,WRB,Day's Range,67.88 - 68.39
1029,WRB,52 Week Range,47.13 - 72.32
1030,WRB,Volume,"114,604"
1031,WRB,Avg. Volume,"1,638,414"
1032,WRB,Market Cap,18.046B
1033,WRB,Beta (5Y Monthly),0.74
1034,WRB,PE Ratio (TTM),13.75
1035,WRB,EPS (TTM),4.95
1036,WRB,Earnings Date,21-Jul-22
1037,WRB,Forward Dividend & Yield,0.40 (0.59%)
1038,WRB,Ex-Dividend Date,24-Jun-22
1039,WRB,1y Target Est,75.75
1040,BRK.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1041,BBY,Previous Close,74.69
1042,BBY,Open,74.98
1043,BBY,Bid,72.12 x 900
1044,BBY,Ask,72.10 x 800
1045,BBY,Day's Range,71.84 - 75.45
1046,BBY,52 Week Range,67.66 - 141.97
1047,BBY,Volume,"2,557,851"
1048,BBY,Avg. Volume,"3,490,933"
1049,BBY,Market Cap,16.244B
1050,BBY,Beta (5Y Monthly),1.44
1051,BBY,PE Ratio (TTM),8.01
1052,BBY,EPS (TTM),9.01
1053,BBY,Earnings Date,"Aug 22, 2022 - Aug 26, 2022"
1054,BBY,Forward Dividend & Yield,3.52 (4.71%)
1055,BBY,Ex-Dividend Date,13-Jun-22
1056,BBY,1y Target Est,90.67
1057,BIO,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1058,TECH,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1059,BIIB,Previous Close,211.93
1060,BIIB,Open,210.32
1061,BIIB,Bid,206.74 x 800
1062,BIIB,Ask,215.90 x 1200
1063,BIIB,Day's Range,208.13 - 213.68
1064,BIIB,52 Week Range,187.16 - 372.12
1065,BIIB,Volume,"851,304"
1066,BIIB,Avg. Volume,"1,106,185"
1067,BIIB,Market Cap,31.278B
1068,BIIB,Beta (5Y Monthly),0.42
1069,BIIB,PE Ratio (TTM),21.86
1070,BIIB,EPS (TTM),9.77
1071,BIIB,Earnings Date,"Jul 20, 2022 - Jul 25, 2022"
1072,BIIB,Forward Dividend & Yield,N/A (N/A)
1073,BIIB,Ex-Dividend Date,N/A
1074,BIIB,1y Target Est,238.74
1075,BLK,Previous Close,647.78
1076,BLK,Open,650
1077,BLK,Bid,635.80 x 1100
1078,BLK,Ask,636.46 x 800
1079,BLK,Day's Range,634.12 - 652.75
1080,BLK,52 Week Range,575.60 - 973.16
1081,BLK,Volume,"634,627"
1082,BLK,Avg. Volume,"1,008,908"
1083,BLK,Market Cap,96.495B
1084,BLK,Beta (5Y Monthly),1.28
1085,BLK,PE Ratio (TTM),16
1086,BLK,EPS (TTM),39.8
1087,BLK,Earnings Date,"Jul 12, 2022 - Jul 18, 2022"
1088,BLK,Forward Dividend & Yield,19.52 (3.01%)
1089,BLK,Ex-Dividend Date,3-Jun-22
1090,BLK,1y Target Est,799.4
1091,BK,Previous Close,43.6
1092,BK,Open,43.71
1093,BK,Bid,43.07 x 900
1094,BK,Ask,43.02 x 900
1095,BK,Day's Range,42.87 - 43.78
1096,BK,52 Week Range,40.26 - 64.63
1097,BK,Volume,"3,061,419"
1098,BK,Avg. Volume,"5,124,587"
1099,BK,Market Cap,34.784B
1100,BK,Beta (5Y Monthly),1.13
1101,BK,PE Ratio (TTM),10.66
1102,BK,EPS (TTM),4.04
1103,BK,Earnings Date,15-Jul-22
1104,BK,Forward Dividend & Yield,1.36 (3.21%)
1105,BK,Ex-Dividend Date,27-Apr-22
1106,BK,1y Target Est,53.97
1107,BA,Previous Close,141.53
1108,BA,Open,140.28
1109,BA,Bid,138.61 x 900
1110,BA,Ask,139.00 x 1800
1111,BA,Day's Range,136.24 - 140.52
1112,BA,52 Week Range,113.02 - 245.08
1113,BA,Volume,"8,182,345"
1114,BA,Avg. Volume,"10,421,777"
1115,BA,Market Cap,82.072B
1116,BA,Beta (5Y Monthly),1.48
1117,BA,PE Ratio (TTM),N/A
1118,BA,EPS (TTM),-8.28
1119,BA,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
1120,BA,Forward Dividend & Yield,N/A (N/A)
1121,BA,Ex-Dividend Date,13-Feb-20
1122,BA,1y Target Est,N/A
1123,BKNG,Previous Close,"1,931.05"
1124,BKNG,Open,"1,939.91"
1125,BKNG,Bid,"1,900.50 x 1000"
1126,BKNG,Ask,"1,903.00 x 900"
1127,BKNG,Day's Range,"1,891.01 - 1,949.60"
1128,BKNG,52 Week Range,"1,795.01 - 2,715.66"
1129,BKNG,Volume,"342,392"
1130,BKNG,Avg. Volume,"422,816"
1131,BKNG,Market Cap,77.032B
1132,BKNG,Beta (5Y Monthly),1.18
1133,BKNG,PE Ratio (TTM),150.69
1134,BKNG,EPS (TTM),12.58
1135,BKNG,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
1136,BKNG,Forward Dividend & Yield,N/A (N/A)
1137,BKNG,Ex-Dividend Date,N/A
1138,BKNG,1y Target Est,"2,616.57"
1139,BWA,Previous Close,35.69
1140,BWA,Open,35.87
1141,BWA,Bid,35.71 x 1000
1142,BWA,Ask,35.72 x 1100
1143,BWA,Day's Range,35.38 - 36.24
1144,BWA,52 Week Range,32.58 - 50.09
1145,BWA,Volume,"1,923,615"
1146,BWA,Avg. Volume,"2,078,885"
1147,BWA,Market Cap,8.562B
1148,BWA,Beta (5Y Monthly),1.35
1149,BWA,PE Ratio (TTM),12.72
1150,BWA,EPS (TTM),2.81
1151,BWA,Earnings Date,3-Aug-22
1152,BWA,Forward Dividend & Yield,0.68 (1.91%)
1153,BWA,Ex-Dividend Date,31-May-22
1154,BWA,1y Target Est,46
1155,BXP,Previous Close,92
1156,BXP,Open,92
1157,BXP,Bid,91.84 x 900
1158,BXP,Ask,91.87 x 1300
1159,BXP,Day's Range,90.80 - 92.73
1160,BXP,52 Week Range,88.02 - 133.11
1161,BXP,Volume,"1,880,975"
1162,BXP,Avg. Volume,"874,879"
1163,BXP,Market Cap,14.413B
1164,BXP,Beta (5Y Monthly),1.1
1165,BXP,PE Ratio (TTM),26.35
1166,BXP,EPS (TTM),3.49
1167,BXP,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
1168,BXP,Forward Dividend & Yield,3.92 (4.36%)
1169,BXP,Ex-Dividend Date,29-Jun-22
1170,BXP,1y Target Est,128.05
1171,BSX,Previous Close,38.02
1172,BSX,Open,37.98
1173,BSX,Bid,37.82 x 1100
1174,BSX,Ask,37.82 x 1400
1175,BSX,Day's Range,37.58 - 38.10
1176,BSX,52 Week Range,34.98 - 47.50
1177,BSX,Volume,"4,614,505"
1178,BSX,Avg. Volume,"8,875,222"
1179,BSX,Market Cap,54.066B
1180,BSX,Beta (5Y Monthly),0.82
1181,BSX,PE Ratio (TTM),71.36
1182,BSX,EPS (TTM),0.53
1183,BSX,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
1184,BSX,Forward Dividend & Yield,N/A (N/A)
1185,BSX,Ex-Dividend Date,N/A
1186,BSX,1y Target Est,49.82
1187,BMY,Previous Close,78.96
1188,BMY,Open,79.23
1189,BMY,Bid,79.81 x 1300
1190,BMY,Ask,79.82 x 2900
1191,BMY,Day's Range,79.19 - 80.59
1192,BMY,52 Week Range,53.22 - 80.59
1193,BMY,Volume,"10,548,974"
1194,BMY,Avg. Volume,"14,891,737"
1195,BMY,Market Cap,170.282B
1196,BMY,Beta (5Y Monthly),0.48
1197,BMY,PE Ratio (TTM),28.33
1198,BMY,EPS (TTM),2.82
1199,BMY,Earnings Date,27-Jul-22
1200,BMY,Forward Dividend & Yield,2.16 (2.93%)
1201,BMY,Ex-Dividend Date,30-Jun-22
1202,BMY,1y Target Est,80.62
1203,AVGO,Previous Close,509.09
1204,AVGO,Open,513.8
1205,AVGO,Bid,506.27 x 900
1206,AVGO,Ask,510.51 x 1800
1207,AVGO,Day's Range,502.82 - 514.03
1208,AVGO,52 Week Range,455.71 - 677.76
1209,AVGO,Volume,"1,319,826"
1210,AVGO,Avg. Volume,"2,450,417"
1211,AVGO,Market Cap,204.215B
1212,AVGO,Beta (5Y Monthly),1.05
1213,AVGO,PE Ratio (TTM),25.05
1214,AVGO,EPS (TTM),20.19
1215,AVGO,Earnings Date,"Aug 31, 2022 - Sep 05, 2022"
1216,AVGO,Forward Dividend & Yield,16.40 (3.22%)
1217,AVGO,Ex-Dividend Date,21-Jun-22
1218,AVGO,1y Target Est,684.64
1219,BR,Previous Close,145.59
1220,BR,Open,145.5
1221,BR,Bid,145.70 x 800
1222,BR,Ask,145.91 x 1000
1223,BR,Day's Range,145.12 - 146.41
1224,BR,52 Week Range,132.40 - 185.40
1225,BR,Volume,"40,120"
1226,BR,Avg. Volume,"449,251"
1227,BR,Market Cap,17.017B
1228,BR,Beta (5Y Monthly),0.96
1229,BR,PE Ratio (TTM),31.08
1230,BR,EPS (TTM),4.67
1231,BR,Earnings Date,"Aug 10, 2022 - Aug 15, 2022"
1232,BR,Forward Dividend & Yield,2.56 (1.76%)
1233,BR,Ex-Dividend Date,14-Jun-22
1234,BR,1y Target Est,175.8
1235,BRO,Previous Close,59.95
1236,BRO,Open,59.47
1237,BRO,Bid,59.00 x 900
1238,BRO,Ask,59.04 x 1000
1239,BRO,Day's Range,58.45 - 59.62
1240,BRO,52 Week Range,51.47 - 74.00
1241,BRO,Volume,"151,101"
1242,BRO,Avg. Volume,"1,958,293"
1243,BRO,Market Cap,16.505B
1244,BRO,Beta (5Y Monthly),0.81
1245,BRO,PE Ratio (TTM),27.32
1246,BRO,EPS (TTM),2.14
1247,BRO,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
1248,BRO,Forward Dividend & Yield,0.41 (0.68%)
1249,BRO,Ex-Dividend Date,6-May-22
1250,BRO,1y Target Est,72.89
1251,BF.B,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1252,CHRW,Previous Close,103.86
1253,CHRW,Open,104.53
1254,CHRW,Bid,105.02 x 900
1255,CHRW,Ask,108.04 x 1200
1256,CHRW,Day's Range,104.24 - 105.77
1257,CHRW,52 Week Range,84.67 - 115.99
1258,CHRW,Volume,"568,853"
1259,CHRW,Avg. Volume,"1,313,979"
1260,CHRW,Market Cap,13.381B
1261,CHRW,Beta (5Y Monthly),0.74
1262,CHRW,PE Ratio (TTM),14.85
1263,CHRW,EPS (TTM),7.08
1264,CHRW,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
1265,CHRW,Forward Dividend & Yield,2.20 (2.12%)
1266,CHRW,Ex-Dividend Date,2-Jun-22
1267,CHRW,1y Target Est,110.24
1268,CDNS,Previous Close,157.62
1269,CDNS,Open,157.25
1270,CDNS,Bid,154.17 x 900
1271,CDNS,Ask,155.84 x 1000
1272,CDNS,Day's Range,153.70 - 158.32
1273,CDNS,52 Week Range,132.32 - 192.70
1274,CDNS,Volume,"1,161,519"
1275,CDNS,Avg. Volume,"1,635,859"
1276,CDNS,Market Cap,42.591B
1277,CDNS,Beta (5Y Monthly),1.13
1278,CDNS,PE Ratio (TTM),57.65
1279,CDNS,EPS (TTM),2.68
1280,CDNS,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
1281,CDNS,Forward Dividend & Yield,N/A (N/A)
1282,CDNS,Ex-Dividend Date,N/A
1283,CDNS,1y Target Est,192.14
1284,CZR,Previous Close,44.47
1285,CZR,Open,44.45
1286,CZR,Bid,44.24 x 1100
1287,CZR,Ask,46.40 x 1100
1288,CZR,Day's Range,43.19 - 44.91
1289,CZR,52 Week Range,37.03 - 119.81
1290,CZR,Volume,"3,220,020"
1291,CZR,Avg. Volume,"3,714,669"
1292,CZR,Market Cap,9.443B
1293,CZR,Beta (5Y Monthly),2.81
1294,CZR,PE Ratio (TTM),N/A
1295,CZR,EPS (TTM),-6.01
1296,CZR,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
1297,CZR,Forward Dividend & Yield,N/A (N/A)
1298,CZR,Ex-Dividend Date,N/A
1299,CZR,1y Target Est,107.15
1300,CPT,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
1301,CPB,Previous Close,48.44
1302,CPB,Open,48.29
1303,CPB,Bid,48.24 x 900
1304,CPB,Ask,48.25 x 800
1305,CPB,Day's Range,47.90 - 48.50
1306,CPB,52 Week Range,39.76 - 51.94
1307,CPB,Volume,"1,763,833"
1308,CPB,Avg. Volume,"2,595,033"
1309,CPB,Market Cap,14.47B
1310,CPB,Beta (5Y Monthly),0.39
1311,CPB,PE Ratio (TTM),15.42
1312,CPB,EPS (TTM),3.12
1313,CPB,Earnings Date,"Aug 30, 2022 - Sep 05, 2022"
1314,CPB,Forward Dividend & Yield,1.48 (3.15%)
1315,CPB,Ex-Dividend Date,6-Jul-22
1316,CPB,1y Target Est,46.67
1317,COF,Previous Close,110.09
1318,COF,Open,111.25
1319,COF,Bid,109.47 x 1000
1320,COF,Ask,109.89 x 800
1321,COF,Day's Range,109.00 - 111.25
1322,COF,52 Week Range,98.54 - 177.95
